,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework,salary
419,No,non-travel,421.06,Research & Development,6,Bachelor,Medical,420,1,Female,,2,2,Research scientist,3,Single,8842.17,1,Yes,14,3.0,1,Part Time,0,20.0,3,1.0,20,,1,8,1980,No,40810.0
420,No,travel_rarely,1582.77,Unknown,10,Bachelor,Human Resources,421,3,Female,,3,4,Manager,1,Married,33238.2,0,No,14,3.0,3,Full Time,1,21.0,5,3.0,20,,0,9,1981,No,153407.07
421,No,travel_rarely,369.16,Research & Development,7,Bachelor,,422,3,Male,,4,1,Laboratory technician,1,Single,7752.33,0,No,12,3.0,4,Full Time,0,8.0,2,3.0,7,,0,7,1997,Yes,35780.0
422,Yes,non-travel,1032.49,Research & Development,14,High School or Below,Other,423,3,Female,,3,3,Healthcare representative,4,Single,21682.23,0,Yes,12,3.0,1,Part Time,0,,1,3.0,8,,7,7,1994,Yes,100071.84
423,No,non-travel,1787.81,Research & Development,1,Bachelor,,424,4,Female,223.48,3,4,Research director,4,Unknown,37544.0,6,No,19,3.0,4,Full Time,0,29.0,3,2.0,20,,12,7,1969,No,173280.0
424,No,non-travel,1582.77,Research & Development,1,Masters,,425,2,Male,,4,4,Research director,4,Divorced,33238.2,2,No,13,3.0,4,Full Time,2,31.0,4,4.0,7,,0,0,1968,Yes,153407.07
425,No,non-travel,556.26,Research & Development,9,Masters,Other,426,3,Male,,3,2,Laboratory technician,3,Unknown,11681.39,3,No,11,3.0,3,Part Time,2,11.0,2,,8,,0,7,1983,Yes,53914.11
426,No,non-travel,1113.56,Sales,8,Professional Certification,,427,1,Male,,3,3,Sales executive,4,Divorced,23384.83,1,No,18,,1,Full Time,1,13.0,5,3.0,13,,9,9,1992,Yes,107930.0
427,Yes,non-travel,1032.49,Sales,9,Bachelor,Marketing,428,1,Male,,3,3,Sales executive,4,Divorced,21682.23,4,No,11,3.0,1,,1,28.0,1,4.0,7,,4,3,1977,Yes,100071.84
428,No,travel_rarely,1119.55,Research & Development,20,Bachelor,Medical,429,2,Male,,1,3,Healthcare representative,1,Unknown,23510.5,2,Yes,18,3.0,2,Full Time,1,,2,3.0,7,,0,7,1978,No,108510.0
429,No,travel_rarely,1079.83,Research & Development,7,Masters,Life Sciences,430,3,Male,134.98,3,3,Healthcare representative,2,Divorced,22676.33,3,No,14,3.0,2,Full Time,2,29.0,3,3.0,8,,0,7,1974,No,104660.0
430,No,travel_rarely,556.26,Sales,19,Bachelor,,431,3,Male,69.53,2,2,Sales executive,3,Unknown,11681.39,1,No,14,3.0,3,Part Time,2,10.0,3,3.0,10,,0,4,1994,Yes,53914.11
431,Yes,non-travel,243.7,Research & Development,1,Masters,Technical Degree,432,1,Male,,2,1,Research scientist,1,Single,5117.67,6,No,13,3.0,3,Part Time,0,,2,1.0,9,,0,7,1994,Yes,23620.0
432,No,non-travel,556.26,Research & Development,8,High School or Below,Other,433,3,Female,,1,2,Healthcare representative,1,Unknown,11681.39,3,No,13,3.0,3,Part Time,1,9.0,3,3.0,7,,0,7,1994,Yes,53914.11
433,No,travel_rarely,1582.77,Human Resources,6,Professional Certification,,434,3,Male,197.85,3,4,Manager,4,Single,33238.2,1,Yes,21,4.0,4,Full Time,0,21.0,2,3.0,21,,7,7,1983,Yes,153407.07
434,No,non-travel,664.34,Sales,16,Masters,Life Sciences,435,3,Female,,3,2,Sales executive,3,Divorced,13951.17,8,No,14,3.0,3,Full Time,1,18.0,2,,8,,7,7,1975,Yes,64390.0
435,Yes,non-travel,1032.49,Research & Development,2,Doctor,,436,3,Female,,2,3,Manufacturing director,4,Married,21682.23,0,No,16,3.0,2,Part Time,1,,4,3.0,33,,1,9,1970,Yes,100071.84
436,No,non-travel,1973.98,Research & Development,7,Bachelor,Medical,437,2,Female,,3,5,Research director,4,Unknown,41453.67,0,Yes,14,,4,,1,,4,2.0,22,,1,10,1979,No,191324.62
437,No,non-travel,595.21,Research & Development,5,Doctor,,438,3,Female,74.4,1,2,Laboratory technician,1,Unknown,12499.5,1,No,14,3.0,1,Full Time,0,10.0,3,3.0,10,,1,4,1978,No,57690.0
438,No,non-travel,452.42,Sales,26,Bachelor,Marketing,439,1,Male,,2,2,Sales executive,1,Unknown,9500.83,1,No,15,,1,,1,10.0,2,,10,,4,5,1978,No,43850.04
439,No,travel_frequently,556.26,Research & Development,10,Masters,,440,3,Male,,4,2,Manufacturing director,4,Unknown,11681.39,1,No,13,3.0,1,Part Time,1,9.0,3,,9,,7,2,1989,Yes,53914.11
440,No,non-travel,556.26,Research & Development,10,Doctor,Medical,441,2,Male,,3,2,Manufacturing director,1,Unknown,11681.39,2,No,13,3.0,4,,3,,3,3.0,7,,7,7,1984,No,53914.08
441,No,non-travel,419.51,Research & Development,36,Bachelor,,442,3,Male,,2,1,Laboratory technician,1,Divorced,8809.67,1,No,11,3.0,1,Full Time,2,7.0,3,3.0,7,,0,7,1996,Yes,40660.0
442,No,travel_rarely,556.26,Research & Development,2,Professional Certification,,443,4,Female,,2,2,Manufacturing director,4,Divorced,11681.39,1,No,19,3.0,1,,2,10.0,3,3.0,10,,3,9,1978,Yes,53914.08
443,No,non-travel,556.26,Human Resources,1,Doctor,,444,1,Male,,3,2,Human resources,4,Married,11681.39,4,Yes,11,3.0,3,,0,14.0,3,3.0,10,,0,2,1979,Yes,53914.08
444,No,non-travel,537.13,Research & Development,2,High School or Below,Life Sciences,445,4,Male,67.14,4,2,Manufacturing director,3,Divorced,11279.67,1,No,17,3.0,3,Part Time,2,7.0,6,3.0,7,,0,7,1998,No,52060.0
445,No,non-travel,1582.77,Unknown,1,Bachelor,,446,3,Male,,3,4,Manager,3,Single,33238.2,4,No,14,3.0,1,Full Time,0,23.0,2,3.0,8,,0,0,1974,Yes,153407.07
446,Yes,travel_frequently,273.93,Sales,7,Professional Certification,,447,4,Female,,3,1,Sales representative,3,Unknown,5752.5,2,No,11,,3,,2,19.0,3,3.0,9,,7,7,1975,No,26550.0
447,No,non-travel,265.16,Research & Development,7,Bachelor,Medical,448,4,Male,,3,1,Laboratory technician,4,Unknown,5568.33,1,No,20,4.0,3,Part Time,0,7.0,5,3.0,7,,5,7,1997,Yes,25700.0
448,No,travel_rarely,1032.49,Research & Development,2,Bachelor,Life Sciences,449,3,Female,129.06,4,3,Healthcare representative,4,Unknown,21682.23,1,No,19,,2,Part Time,1,,2,3.0,8,,6,7,1979,Yes,100071.84
449,No,non-travel,464.49,Sales,2,Masters,,450,3,Female,58.06,3,2,Sales representative,4,Single,9754.33,3,No,15,,3,Part Time,0,17.0,2,2.0,13,,6,7,1987,Yes,45020.0
450,No,non-travel,556.26,Research & Development,13,Masters,,451,3,Male,69.53,3,2,Healthcare representative,2,Single,11681.39,6,No,14,3.0,4,Part Time,0,19.0,3,3.0,10,,0,9,1977,Yes,53914.11
451,No,non-travel,556.26,Research & Development,27,Masters,Life Sciences,452,4,Male,,3,2,Manufacturing director,3,Married,11681.39,2,No,16,3.0,2,Part Time,1,17.0,3,3.0,7,,0,7,1988,Yes,53914.11
452,No,travel_frequently,512.57,Research & Development,2,Masters,,453,4,Female,,2,1,Research scientist,1,Unknown,10764.0,0,No,16,3.0,4,,0,10.0,2,,9,,0,7,1993,No,49680.0
453,No,non-travel,1032.49,Sales,15,Professional Certification,Marketing,454,3,Male,,2,3,Sales executive,1,Unknown,21682.23,2,No,11,3.0,1,Part Time,1,,2,3.0,7,,1,7,1993,Yes,100071.84
454,No,non-travel,531.04,Sales,2,Bachelor,Marketing,455,4,Female,,3,2,Sales executive,2,Unknown,11151.83,8,No,15,3.0,4,Part Time,0,13.0,2,2.0,11,,1,7,1990,Yes,51470.0
455,No,non-travel,280.43,Research & Development,5,Masters,,456,2,Male,35.05,3,1,Research scientist,2,Single,5889.0,2,No,14,3.0,2,Part Time,0,12.0,3,3.0,7,,0,7,1991,Yes,27180.0
456,No,travel_rarely,365.13,Human Resources,2,Bachelor,Life Sciences,457,2,Male,,3,1,Human resources,4,Unknown,7667.83,0,No,13,3.0,2,,0,,5,3.0,9,,1,8,1980,No,35390.04
457,No,travel_rarely,564.16,Sales,29,Masters,Marketing,458,1,Female,,2,2,Sales executive,4,Unknown,11847.33,1,No,14,3.0,1,Full Time,2,,3,3.0,12,,5,7,1992,Yes,54680.0
458,Yes,non-travel,599.75,Sales,27,Bachelor,,459,3,Male,,3,2,Sales executive,4,Unknown,12594.83,1,No,18,3.0,4,,0,,2,3.0,10,,7,7,1988,No,58130.04
459,No,non-travel,556.26,Research & Development,2,Professional Certification,Medical,460,2,Male,,3,2,Manufacturing director,4,Divorced,11681.39,2,No,14,3.0,3,,1,15.0,6,3.0,7,,1,7,1988,No,53914.11
460,No,non-travel,997.39,Research & Development,10,Bachelor,Medical,461,1,Female,,3,3,Manufacturing director,3,Single,20945.17,9,No,14,3.0,2,Part Time,0,9.0,3,3.0,7,,0,2,1993,No,96670.0
461,Yes,travel_rarely,556.26,Research & Development,19,Professional Certification,Medical,462,4,Female,,3,2,Healthcare representative,2,Married,11681.39,4,No,22,4.0,4,,1,13.0,2,4.0,9,"7,0",3,7,1977,No,53914.08
462,No,non-travel,531.76,Sales,2,Masters,,463,3,Female,,3,2,Sales executive,3,Married,11167.0,4,No,22,4.0,2,Part Time,2,10.0,3,4.0,8,,5,7,1978,No,51540.0
463,No,travel_frequently,585.52,Sales,2,Masters,Life Sciences,464,1,Male,73.19,3,2,Sales executive,4,Married,12295.83,1,No,20,4.0,3,Full Time,1,7.0,5,3.0,7,,7,7,1980,No,56750.0
464,Yes,non-travel,754.62,Sales,10,Bachelor,Life Sciences,465,3,Female,,3,3,Sales executive,2,Unknown,15847.0,5,No,21,4.0,3,Part Time,3,14.0,2,3.0,8,,0,7,1977,Yes,73140.0
465,No,travel_rarely,1582.77,Research & Development,1,Masters,,466,1,Male,,3,4,Manager,1,Unknown,33238.2,2,No,11,3.0,1,,1,22.0,3,,19,,11,16,1983,Yes,153407.04
466,No,travel_rarely,556.26,Sales,2,Professional Certification,,467,1,Female,,4,2,Sales executive,3,Single,11681.39,0,No,14,3.0,2,Part Time,0,9.0,5,2.0,8,,0,7,1996,No,53914.11
467,No,non-travel,1032.49,Research & Development,6,Bachelor,Medical,468,3,Male,,3,3,Research director,1,Married,21682.23,9,No,13,3.0,2,,1,18.0,3,4.0,13,,5,7,1981,Yes,100071.84
468,No,travel_frequently,290.04,Research & Development,6,Bachelor,Other,469,3,Male,36.25,4,1,Laboratory technician,4,Married,6090.75,0,No,18,3.0,1,Part Time,1,8.0,3,3.0,7,,7,7,1997,Yes,28111.13
469,No,travel_frequently,556.26,Sales,1,Professional Certification,Life Sciences,470,3,Male,69.53,2,2,Sales executive,4,Married,11681.39,1,No,12,3.0,3,Part Time,1,7.0,2,3.0,7,,0,7,1995,Yes,53914.11
470,No,non-travel,556.26,Research & Development,14,Masters,,471,3,Male,69.53,3,2,Research scientist,2,Married,11681.39,8,No,18,3.0,3,Part Time,1,,4,4.0,8,,1,7,1976,No,53914.11
471,No,travel_rarely,1032.49,Sales,13,Masters,Medical,472,4,Male,,3,3,Sales executive,3,Divorced,21682.23,1,No,18,3.0,3,Part Time,1,9.0,2,2.0,8,,1,1,1989,Yes,100071.84
472,No,non-travel,290.04,Research & Development,1,Bachelor,Medical,473,3,Male,,3,1,Laboratory technician,1,Single,6090.75,0,No,13,3.0,4,Part Time,0,8.0,6,,7,,7,6,1997,Yes,28111.13
473,No,travel_rarely,556.26,Sales,9,Bachelor,,474,4,Male,,3,2,Sales executive,4,Unknown,11681.39,1,No,14,3.0,1,Part Time,0,,5,,7,,0,7,1996,No,53914.11
474,Yes,travel_frequently,556.26,Sales,26,Masters,Marketing,475,1,Male,,3,2,Sales executive,4,Unknown,11681.39,1,Yes,11,3.0,3,Part Time,0,10.0,4,3.0,10,,0,8,1992,Yes,53914.11
475,No,travel_frequently,556.26,Research & Development,7,Professional Certification,Life Sciences,476,4,Male,,3,2,Healthcare representative,3,Divorced,11681.39,1,No,20,,3,,3,9.0,2,3.0,9,,2,8,1990,Yes,53914.08
476,No,non-travel,1032.49,Research & Development,10,Bachelor,,477,3,Female,,3,3,Research director,3,Married,21682.23,4,No,20,4.0,3,Part Time,1,13.0,2,4.0,11,,4,8,1992,Yes,100071.84
477,No,non-travel,525.98,Research & Development,9,Masters,Medical,478,2,Male,,3,2,Research scientist,3,Unknown,11045.67,1,No,19,3.0,2,Part Time,0,10.0,5,3.0,10,,0,8,1988,Yes,50980.0
478,No,travel_rarely,556.26,Research & Development,15,Professional Certification,,479,2,Female,,3,2,Healthcare representative,4,Married,11681.39,0,Yes,13,,1,Part Time,1,,6,3.0,9,,8,1,1990,Yes,53914.11
479,No,travel_rarely,556.26,Research & Development,24,High School or Below,Life Sciences,480,1,Male,,3,2,Research scientist,4,Single,11681.39,7,No,13,,1,,0,,2,3.0,7,,1,7,1984,No,53914.08
480,No,travel_rarely,1032.49,Sales,46,Bachelor,,481,4,Female,129.06,2,3,Sales executive,4,Married,21682.23,0,No,19,3.0,3,Part Time,2,10.0,2,3.0,9,,3,4,1987,Yes,100071.84
481,No,travel_rarely,1400.08,Research & Development,28,Masters,Life Sciences,482,1,Female,,2,4,Manufacturing director,2,Married,29401.67,0,No,23,,3,Full Time,1,21.0,3,3.0,20,,0,10,1982,Yes,135700.0
482,No,non-travel,692.51,Sales,28,Bachelor,Marketing,483,4,Female,,2,2,Sales executive,3,Married,14542.67,1,No,21,4.0,4,Full Time,2,8.0,2,3.0,8,,1,7,1989,No,67120.0
483,No,travel_rarely,556.26,Sales,10,Professional Certification,,484,1,Female,,3,2,Sales executive,4,Married,11681.39,1,No,11,3.0,3,,1,10.0,1,3.0,10,,1,9,1985,Yes,53914.08
484,No,travel_rarely,1030.82,Research & Development,6,High School or Below,,485,4,Male,,2,3,Healthcare representative,1,Unknown,21647.17,4,No,15,3.0,1,Part Time,1,,5,3.0,7,,1,7,1984,Yes,99910.0
485,No,travel_rarely,1032.49,Research & Development,7,Masters,,486,1,Female,,3,3,Research director,2,Single,21682.23,0,No,11,,3,Part Time,0,,4,3.0,12,"6,0",2,11,1989,No,100071.84
486,No,travel_rarely,1057.33,Research & Development,7,Masters,Medical,487,1,Female,,2,3,Healthcare representative,4,Married,22204.0,3,No,14,,4,Full Time,1,24.0,4,3.0,22,,5,17,1979,Yes,102480.0
487,No,non-travel,556.26,Sales,5,Masters,,488,1,Male,,3,2,Sales executive,4,Single,11681.39,4,No,21,,3,Part Time,0,14.0,4,3.0,9,,0,8,1977,Yes,53914.11
488,No,travel_frequently,1582.77,Research & Development,10,Bachelor,Life Sciences,489,4,Male,197.85,2,4,Manager,1,Divorced,33238.2,4,No,13,3.0,2,Full Time,1,,2,2.0,7,,7,7,1982,No,153407.07
489,No,non-travel,1128.52,Research & Development,2,Masters,,490,3,Female,,3,3,Healthcare representative,3,Single,23699.0,0,No,25,4.0,4,,0,20.0,1,3.0,19,,11,8,1984,No,109380.0
490,No,travel_rarely,267.53,Research & Development,2,Bachelor,Medical,491,4,Female,,2,1,Laboratory technician,1,Divorced,5618.17,0,Yes,11,3.0,3,Part Time,1,10.0,4,3.0,9,,7,8,1981,Yes,25930.0
491,No,travel_frequently,1225.51,Research & Development,5,Masters,,492,4,Female,,3,3,Manager,2,Married,25735.67,6,No,11,,2,,2,12.0,2,3.0,10,,8,8,1990,Yes,118779.95999999999
492,No,travel_rarely,835.2,Research & Development,5,Masters,Technical Degree,493,3,Male,,3,3,Manufacturing director,2,Single,17539.17,0,No,13,3.0,4,Part Time,0,17.0,5,3.0,16,,0,13,1988,Yes,80950.0
493,Yes,travel_rarely,1032.49,Unknown,15,High School or Below,Medical,494,2,Male,,3,3,Manager,3,Married,21682.23,7,No,12,3.0,4,Part Time,0,15.0,2,4.0,7,,7,7,1990,Yes,100071.84
494,No,travel_rarely,1582.77,Research & Development,6,Bachelor,Life Sciences,495,2,Female,,3,4,Manufacturing director,3,Single,33238.2,7,No,15,3.0,3,Full Time,0,22.0,3,3.0,20,,5,13,1983,No,153407.07
495,No,travel_rarely,1973.98,Unknown,10,Masters,Human Resources,496,2,Male,,2,5,Manager,4,Divorced,41453.67,3,No,15,3.0,2,Full Time,3,23.0,2,2.0,21,,12,6,1982,No,191324.62
496,No,non-travel,556.26,Research & Development,7,Bachelor,,497,4,Female,,2,2,Healthcare representative,1,Unknown,11681.39,8,No,19,3.0,1,Part Time,0,,2,1.0,7,,0,7,1996,No,53914.11
497,No,travel_rarely,1739.11,Unknown,3,Masters,Marketing,498,3,Male,,2,4,Manager,1,Unknown,36521.33,1,No,11,3.0,1,Full Time,0,,3,4.0,34,,1,16,1971,Yes,168560.0
498,No,travel_rarely,1582.77,Unknown,26,Masters,Marketing,499,1,Female,197.85,3,4,Manager,3,Married,33238.2,2,No,14,3.0,3,Full Time,1,,2,2.0,20,,4,17,1972,No,153407.07
499,No,travel_rarely,468.1,Sales,2,Professional Certification,Marketing,500,3,Female,,3,2,Sales executive,4,Unknown,9830.17,0,No,22,4.0,1,Part Time,1,8.0,2,3.0,7,,7,7,1976,Yes,45370.0
500,No,non-travel,1849.3,Research & Development,2,Masters,,501,1,Male,,3,4,Manager,1,Divorced,38835.33,1,No,11,3.0,4,Full Time,1,31.0,3,3.0,31,,14,7,1973,No,179240.0
501,No,travel_rarely,414.14,Research & Development,21,High School or Below,Life Sciences,502,4,Female,,3,2,Healthcare representative,4,Married,8697.0,1,No,25,4.0,4,Part Time,1,10.0,2,1.0,10,,0,7,1988,Yes,40140.0
502,No,travel_rarely,1314.65,Research & Development,1,High School or Below,,503,4,Female,164.33,2,4,Manufacturing director,4,Married,27607.67,1,No,16,3.0,3,Full Time,1,,3,3.0,21,,11,8,1984,Yes,127420.0
503,No,travel_frequently,1032.49,Research & Development,22,Bachelor,Medical,504,4,Female,,3,3,Manufacturing director,1,Single,21682.23,1,No,13,3.0,3,Part Time,0,,2,3.0,21,,2,8,1984,No,100071.84
504,No,non-travel,348.32,Research & Development,7,Professional Certification,,505,2,Female,43.54,4,1,Research scientist,3,Unknown,7314.67,1,No,13,3.0,3,Full Time,0,,3,3.0,10,,0,8,1982,No,33760.0
505,Yes,non-travel,1081.48,Human Resources,1,Professional Certification,Medical,506,2,Male,,2,3,Human resources,1,Married,22711.0,9,No,14,,4,Full Time,1,24.0,1,3.0,20,,3,6,1979,Yes,104820.0
506,No,non-travel,1582.77,Unknown,2,Professional Certification,Medical,507,4,Male,,3,4,Manager,1,Unknown,33238.2,0,No,17,3.0,4,,1,23.0,3,3.0,22,,13,7,1981,No,153407.04
507,No,travel_rarely,1032.49,Research & Development,7,Masters,Life Sciences,508,2,Male,,3,3,Healthcare representative,2,Single,21682.23,7,No,19,3.0,4,Part Time,0,18.0,4,,8,,4,0,1971,Yes,100071.84
508,No,non-travel,290.04,Human Resources,1,Bachelor,,509,3,Male,36.25,4,1,Human resources,3,Unknown,6090.75,1,No,13,3.0,4,Part Time,1,7.0,2,4.0,7,,5,0,1985,Yes,28111.13
509,No,non-travel,290.04,Human Resources,1,Professional Certification,Life Sciences,510,4,Female,36.25,3,1,Human resources,1,Unknown,6090.75,6,No,12,3.0,3,Part Time,0,10.0,3,4.0,7,,5,7,1977,Yes,28111.13
510,No,non-travel,438.39,Research & Development,4,Masters,Life Sciences,511,3,Male,54.8,3,2,Research scientist,3,Single,9206.17,1,No,11,3.0,2,Part Time,0,,3,3.0,9,,1,1,1988,No,42490.0
511,No,travel_rarely,675.69,Research & Development,29,High School or Below,Life Sciences,512,3,Male,,1,2,Manufacturing director,2,Married,14189.5,1,No,14,,2,,2,8.0,2,2.0,8,,1,7,1995,Yes,65490.0
512,No,non-travel,1582.77,Research & Development,28,Bachelor,Life Sciences,513,4,Male,,3,4,Research director,1,Married,33238.2,3,No,13,3.0,3,,1,,1,4.0,20,,14,17,1979,Yes,153407.04
513,No,non-travel,1486.85,Research & Development,22,Doctor,,514,3,Male,,1,4,Research director,4,Unknown,31223.83,1,No,13,3.0,4,,0,,2,3.0,32,,13,9,1973,No,144110.04
514,No,travel_rarely,2020.78,Unknown,23,Doctor,Marketing,515,3,Male,252.6,2,5,Manager,4,Unknown,42436.33,1,No,21,4.0,3,Full Time,1,36.0,3,3.0,36,,2,13,1968,Yes,195860.0
515,No,non-travel,849.85,Sales,6,Bachelor,,516,4,Male,,4,3,Sales executive,3,Married,17846.83,2,No,11,3.0,1,Part Time,1,11.0,3,3.0,7,,7,6,1984,Yes,82370.0
516,No,non-travel,331.29,Research & Development,13,Masters,,517,1,Female,,3,1,Laboratory technician,1,Unknown,6957.17,1,No,14,3.0,4,,1,10.0,3,2.0,9,,1,4,1974,Yes,32109.96
517,No,non-travel,1723.43,Research & Development,28,Professional Certification,Technical Degree,518,4,Female,,2,4,Research director,2,Single,36192.0,1,No,11,,3,,0,21.0,2,3.0,21,"6,0",8,6,1978,No,167040.0
518,No,non-travel,1032.49,Sales,2,Bachelor,,519,3,Male,,3,3,Sales executive,4,Unknown,21682.23,4,No,12,3.0,2,Part Time,1,,5,2.0,10,,0,3,1977,No,100071.84
519,No,non-travel,492.56,Research & Development,15,Bachelor,,520,4,Female,,2,1,Research scientist,1,Married,10343.67,0,No,19,3.0,4,Full Time,1,,2,,7,,7,3,1996,No,47740.0
520,No,travel_rarely,1973.98,Unknown,2,Bachelor,,521,1,Male,,3,5,Manager,3,Married,41453.67,5,No,11,3.0,1,,0,24.0,2,2.0,22,,4,14,1981,Yes,191324.63999999998
521,No,non-travel,556.26,Sales,2,Bachelor,,522,4,Male,,2,2,Sales executive,2,Married,11681.39,2,No,14,3.0,4,Part Time,0,17.0,3,2.0,9,,0,8,1974,Yes,53914.11
522,No,travel_rarely,556.26,Research & Development,15,Professional Certification,Life Sciences,523,4,Female,,2,2,Laboratory technician,3,Single,11681.39,0,Yes,12,3.0,4,Part Time,0,10.0,3,3.0,9,,0,8,1994,Yes,53914.11
523,No,non-travel,471.3,Sales,12,Masters,Marketing,524,1,Male,,3,2,Sales executive,3,Unknown,9897.33,0,No,20,4.0,3,Part Time,0,,2,3.0,9,,8,7,1989,No,45680.0
524,No,non-travel,618.33,Research & Development,1,Masters,,525,1,Male,,2,2,Manufacturing director,3,Divorced,12984.83,1,No,18,3.0,3,,1,,2,,7,,0,7,1986,No,59930.0
525,No,non-travel,670.53,Research & Development,11,Bachelor,,526,2,Male,83.82,2,2,Manufacturing director,2,Single,14081.17,1,No,13,3.0,3,Full Time,0,6.0,3,3.0,6,,0,3,1987,Yes,64990.0
526,No,non-travel,356.16,Research & Development,29,Bachelor,,527,3,Male,,3,1,Research scientist,4,Single,7479.33,5,No,13,3.0,2,Full Time,0,9.0,2,2.0,6,,0,3,1978,Yes,34520.0
527,No,travel_rarely,290.04,Research & Development,15,Bachelor,,528,3,Male,,3,1,Research scientist,4,Unknown,6090.75,1,No,19,3.0,1,Part Time,0,6.0,1,3.0,6,,1,5,1994,No,28111.13
528,No,non-travel,660.01,Research & Development,1,Bachelor,,529,3,Female,,3,2,Manufacturing director,2,Unknown,13860.17,1,No,20,4.0,1,Full Time,1,6.0,6,1.0,6,,1,4,1997,No,63970.0
529,No,non-travel,556.26,Sales,9,Masters,Life Sciences,530,2,Male,,3,2,Sales executive,4,Single,11681.39,1,No,16,3.0,4,Part Time,0,,1,3.0,7,,0,7,1995,Yes,53914.11
530,No,travel_frequently,556.26,Research & Development,30,Masters,Technical Degree,531,4,Female,,2,2,Healthcare representative,4,Married,11681.39,0,No,11,3.0,4,,3,7.0,4,4.0,6,,0,4,1981,Yes,53914.11
531,No,travel_rarely,556.26,Sales,2,High School or Below,Life Sciences,532,2,Male,,3,2,Sales executive,4,Unknown,11681.39,4,Yes,13,3.0,3,Part Time,0,10.0,2,4.0,6,,0,5,1992,Yes,53914.11
532,No,travel_rarely,1032.49,Research & Development,47,Bachelor,,533,4,Female,,3,3,Manufacturing director,4,Single,21682.23,4,No,17,3.0,4,Part Time,0,,3,4.0,6,,1,2,1986,Yes,100071.84
533,No,non-travel,1032.49,Sales,9,Masters,,534,1,Male,,3,3,Sales executive,2,Divorced,21682.23,1,No,13,3.0,4,Part Time,1,9.0,6,3.0,9,,7,7,1986,No,100071.84
534,No,travel_rarely,556.26,Research & Development,1,Masters,Life Sciences,535,2,Female,69.53,3,2,Manufacturing director,2,Married,11681.39,6,No,12,3.0,2,Part Time,1,8.0,2,2.0,6,,4,3,1986,No,53914.11
535,No,travel_rarely,281.15,Research & Development,23,Bachelor,Medical,536,2,Male,,4,1,Research scientist,4,Unknown,5904.17,1,No,11,3.0,2,Part Time,2,,3,3.0,6,,1,4,1999,Yes,27250.0
536,No,non-travel,1973.98,Unknown,3,Bachelor,,537,1,Male,,3,5,Manager,2,Married,41453.67,1,No,11,3.0,3,,1,,2,3.0,32,,10,7,1973,No,191324.63999999998
537,No,non-travel,373.7,Research & Development,1,Professional Certification,Life Sciences,538,2,Male,46.71,2,1,Research scientist,4,Unknown,7847.67,1,Yes,13,3.0,4,Full Time,1,6.0,3,3.0,6,,1,3,1989,Yes,36220.0
538,No,travel_frequently,556.26,Sales,3,High School or Below,Medical,539,4,Female,,4,2,Sales executive,4,Unknown,11681.39,1,No,20,,2,,2,,3,3.0,6,,0,4,1996,No,53914.11
539,No,non-travel,637.62,Sales,42,High School or Below,,540,4,Female,,3,2,Sales executive,4,Single,13390.0,1,No,23,4.0,2,Full Time,0,6.0,5,2.0,6,,1,4,1998,No,61800.0
540,No,non-travel,647.32,Sales,25,Bachelor,Other,541,4,Male,,3,2,Sales executive,4,Single,13593.67,1,No,22,4.0,3,Full Time,0,6.0,5,3.0,6,,1,4,1989,Yes,62740.0
541,No,non-travel,452.01,Research & Development,2,Masters,,542,3,Female,,2,1,Research scientist,1,Unknown,9492.17,1,No,11,,3,Full Time,0,6.0,3,3.0,6,,1,3,1989,Yes,43810.0
